make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
Mercedes-Benz,C-Class,2010,60.0,None,0,0,2015-04-29 19:23:46,Jersey City,NJ,1.78810107708,21859.6666667,24,0.0,0.0,None
Audi,A5,2013,149.0,None,0,0,2015-02-08 13:41:24,Jersey City,NJ,2.38475441933,33683.25,104,0.0,0.0,None
Audi,Q5,2012,99.0,5,2,2,2014-11-22 17:45:43,Hoboken,NJ,2.74788713455,28151.0,182,0.010989010989,1.08791208791,25876.1717172
Honda,Accord,2007,65.0,5,9,24,2014-01-15 12:25:18,Jersey City,NJ,2.44514632225,11033.1515152,493,0.0486815415822,3.16430020284,3486.75878011
Mazda,CX-5,2014,80.0,5,3,6,2014-09-14 22:41:05,Jersey City,NJ,2.47498512268,20334.0,251,0.0239043824701,1.91235059761,10632.9875
Honda,Accord,2007,65.0,4.8571,7,11,2014-01-20 21:44:39,Hoboken,NJ,2.66418075562,11033.1515152,488,0.0225409836066,1.46516393443,7530.31879636
BMW,4 Series,2015,279.0,5,4,7,2014-11-21 20:31:44,Union City,NJ,4.37505245209,38328.5,183,0.0382513661202,10.6721311475,3591.45698925
Honda,Accord,2012,50.0,5,1,1,2015-04-19 20:08:36,Hoboken,NJ,2.60018324852,18011.8095238,34,0.0294117647059,1.47058823529,12248.0304762
Toyota,Camry,2015,49.0,5,1,1,2015-02-13 22:17:03,Lyndhurst,NJ,6.01488208771,23115.6666667,99,0.010101010101,0.494949494949,46703.0816327
Volkswagen,Passat,2013,100.0,None,0,0,2014-07-08 10:08:03,Jersey City,NJ,2.48036909103,17231.2962963,319,0.0,0.0,None
Ford,Transit Connect,2014,73.0,None,0,0,2015-04-28 15:14:54,kearny,NJ,3.99725341797,18364.0,25,0.0,0.0,None
Mercedes-Benz,C-Class,2013,250.0,5,6,9,2014-09-12 14:08:36,West New York,NJ,5.27861881256,28034.1,253,0.0355731225296,8.89328063241,3152.2788
Honda,Accord,2007,75.0,None,0,0,2015-04-23 15:01:36,Newark,NJ,6.70634651184,11033.1515152,30,0.0,0.0,None
Volkswagen,GTI,2013,61.0,None,0,0,2015-05-22 14:54:04,JERSEY CITY,NJ,0.866184532642,19623.5,1,0.0,0.0,None
Lexus,IS 250,2006,75.0,5,1,2,2015-02-08 11:48:11,North Bergen,NJ,6.76573085785,13572.6666667,104,0.0192307692308,1.44230769231,9410.38222222
Mazda,CX-9,2014,81.0,5,3,3,2015-04-16 18:22:20,North Bergen,NJ,6.52785348892,24528.3333333,37,0.0810810810811,6.56756756757,3734.76680384
Honda,Civic,2011,50.0,None,0,0,2015-02-07 11:45:34,jersey city,NJ,2.11759805679,14606.3030303,105,0.0,0.0,None
Nissan,Rogue,2011,65.0,5,1,4,2015-03-06 15:04:48,North bergen,NJ,6.20137166977,15589.8333333,78,0.0512820512821,3.33333333333,4676.95
Nissan,Altima,2010,56.0,5,13,33,2014-07-08 20:43:22,hoboken,NJ,2.68655061722,13751.2857143,319,0.103448275862,5.79310344828,2373.73384354
Toyota,Prius c,2013,39.0,4,1,1,2015-04-12 09:01:59,Lyndhurst,NJ,5.96666240692,16033.25,41,0.0243902439024,0.951219512195,16855.4679487
Ford,Taurus,2003,32.0,4.625,24,42,2014-08-26 22:09:17,Weehawken,NJ,4.16061830521,4124.46153846,270,0.155555555556,4.97777777778,828.574862637
Ford,Focus,2006,40.0,4.875,16,34,2014-09-06 16:54:01,Weehawken,NJ,4.16230869293,5602.33333333,259,0.131274131274,5.25096525097,1066.91495098
Infiniti,QX60,2015,99.0,5,2,3,2015-04-12 15:19:22,Lyndhurst,NJ,6.04350233078,None,41,0.0731707317073,7.24390243902,None
Audi,A4,2009,60.0,None,0,0,2015-05-10 21:00:37,Jersey City,NJ,2.38942050934,18320.5,13,0.0,0.0,None
Toyota,Camry,2012,60.0,5,1,1,2015-04-10 13:58:45,Weehawken,NJ,4.20412683487,16882.0,43,0.0232558139535,1.39534883721,12098.7666667
Infiniti,M37,2011,75.0,5,17,22,2014-10-23 20:55:32,East Orange,NJ,7.59154129028,25599.5,212,0.103773584906,7.78301886792,3289.14787879
Honda,CR-V,2010,65.0,5,1,2,2015-05-14 18:32:57,Little Ferry,NJ,9.17015743256,18939.875,9,0.222222222222,14.4444444444,1311.22211538
GMC,Yukon,2008,95.0,5,1,1,2015-03-17 16:24:16,Hoboken,NJ,2.28151154518,19898.3333333,67,0.0149253731343,1.41791044776,14033.5614035
Honda,Civic,2011,59.0,5,5,8,2015-01-06 09:21:51,West New York,NJ,4.95724105835,14606.3030303,137,0.0583941605839,3.44525547445,4239.54134566
Nissan,Altima,2015,150.0,None,0,0,2015-03-20 09:44:43,Hoboken,NJ,2.61006855965,20559.75,64,0.0,0.0,None
Honda,Civic,2011,40.0,None,0,0,2014-12-23 01:09:21,Bloomfield,NJ,8.89205646515,14606.3030303,151,0.0,0.0,None
Honda,CR-V,2010,47.0,None,0,0,2015-05-01 14:16:15,Jersey City,NJ,1.55701041222,18939.875,22,0.0,0.0,None
Ford,Focus,2013,45.0,5,10,11,2015-04-08 14:42:35,West Orange,NJ,9.08119297028,13863.0,45,0.244444444444,11.0,1260.27272727
Nissan,Sentra,2011,59.0,None,0,1,2014-07-06 21:24:50,Jersey City,NJ,2.06577539444,12713.2857143,321,0.00311526479751,0.183800623053,69168.8934625
Cadillac,Escalade,2009,100.0,5,8,11,2015-01-05 10:26:44,East Orange,NJ,7.61640691757,32660.25,138,0.0797101449275,7.97101449275,4097.37681818
Dodge,Challenger,2012,75.0,5,18,28,2013-06-16 13:05:54,East Orange,NJ,7.62854862213,24976.6666667,706,0.0396600566572,2.97450424929,8396.91746032
Hyundai,Sonata,2014,90.0,None,0,0,2015-02-10 16:41:02,Newark,NJ,6.72266435623,17546.625,102,0.0,0.0,None
Honda,Civic,2006,75.0,4.6667,3,3,2015-01-18 19:03:23,Newark,NJ,6.7593421936,9318.65217391,125,0.024,1.8,5177.02898551
Ford,Fusion,2014,70.0,5,8,8,2015-03-28 17:41:13,Fort Lee,NJ,9.30994033813,18459.0,56,0.142857142857,10.0,1845.9
Mercedes-Benz,E-Class,2012,269.0,5,12,22,2013-07-23 23:38:40,Union,NJ,8.97252082825,35073.875,668,0.0329341317365,8.85928143713,3958.99771882
Hyundai,Genesis,2015,199.0,None,0,0,2015-03-31 12:33:49,Hoboken,NJ,2.43158221245,35066.0,53,0.0,0.0,None
Ford,Escape,2011,55.0,None,0,0,2015-05-19 11:51:09,Weehawken,NJ,4.63544750214,14881.3333333,4,0.0,0.0,None
BMW,X1,2015,185.0,None,0,0,2015-04-14 22:55:37,Union City,NJ,3.39625453949,27855.6666667,39,0.0,0.0,None
Honda,Accord,2011,55.0,4.75,12,18,2014-06-14 12:23:54,WNY,NJ,5.14497327805,16504.6190476,343,0.0524781341108,2.88629737609,5718.26700337
Toyota,Sienna,2013,82.0,5,3,6,2015-01-13 22:55:32,Cliffside Park,NJ,7.33309745789,24886.5833333,130,0.0461538461538,3.78461538462,6575.72323848
Jeep,Wrangler,2012,59.0,5,5,10,2014-11-09 19:39:57,Bayonne,NJ,5.87332344055,23556.1428571,195,0.0512820512821,3.02564102564,7785.50484262
Jeep,Wrangler,2014,99.0,5,1,3,2014-08-09 11:52:43,West New York,NJ,4.96189308167,24922.1428571,287,0.0104529616725,1.03484320557,24083.013468
Honda,Pilot,2012,95.0,None,0,1,2014-10-25 13:35:35,Cliffside Park,NJ,8.49966812134,26232.5,210,0.0047619047619,0.452380952381,57987.6315789
Mercedes-Benz,C-Class,2010,100.0,5,2,2,2015-03-24 17:44:12,Belleville,NJ,6.43063688278,21859.6666667,60,0.0333333333333,3.33333333333,6557.9
Volkswagen,Passat,2003,45.0,5,5,11,2014-11-02 13:45:46,Cliffside Park,NJ,8.46834087372,5003.18181818,202,0.0544554455446,2.4504950495,2041.70247934
Land Rover,Range Rover Evoque,2013,101.0,None,0,0,2015-04-24 10:44:03,secaucus,NJ,2.43977093697,38549.375,29,0.0,0.0,None
Volkswagen,Jetta,2015,59.0,5,2,3,2014-10-26 11:19:17,Weehawken,NJ,4.91666173935,20353.90625,209,0.0143540669856,0.846889952153,24033.7085099
Subaru,BRZ,2013,155.0,5,1,1,2014-06-23 17:57:33,north bergen,NJ,6.27691268921,20398.75,334,0.00299401197605,0.464071856287,43956.016129
Mercedes-Benz,GLK-Class,2014,140.0,5,10,16,2014-03-10 10:37:58,West New York,NJ,4.94828653336,29122.6666667,439,0.0364464692483,5.10250569476,5707.52261905
Nissan,Altima,2014,66.0,5,6,8,2015-02-11 15:44:08,Cliffside Park,NJ,8.07218456268,18502.7142857,101,0.0792079207921,5.22772277228,3539.34496753
Honda,CR-V,2012,72.0,4.9167,24,35,2014-07-27 08:53:05,Cliffside Park,NJ,8.08261394501,22809.7,300,0.116666666667,8.4,2715.44047619
Jaguar,X-Type,2004,40.0,5,6,18,2014-07-22 23:00:40,Weehawken,NJ,4.58197259903,6082.5,305,0.0590163934426,2.3606557377,2576.61458333
Honda,Accord,2011,45.0,None,0,0,2015-05-19 12:19:26,Bayonne,NJ,3.55220580101,16504.6190476,4,0.0,0.0,None
Toyota,Highlander,2014,150.0,None,0,0,2015-04-14 22:03:17,East Orange,NJ,7.25223445892,31832.9090909,39,0.0,0.0,None
BMW,3 Series,2009,80.0,4.6667,12,25,2014-01-15 13:31:39,WNY,NJ,5.09250020981,17679.7692308,493,0.0507099391481,4.05679513185,4358.06311538
Dodge,Challenger,2014,120.0,4.8333,6,9,2014-11-17 17:19:09,Elizabeth,NJ,8.78757667542,27951.75,187,0.048128342246,5.77540106952,4839.79375
Jeep,Grand Cherokee,2008,72.0,5,1,1,2015-04-11 16:48:39,Weehawken,NJ,4.91434335709,17176.8571429,42,0.0238095238095,1.71428571429,10019.8333333
Volvo,V40,2004,29.0,None,0,2,2015-05-12 13:23:59,Hackensack,NJ,10.3959159851,6144.5,11,0.181818181818,5.27272727273,1165.3362069
Chrysler,Pacifica,2004,39.0,None,0,1,2015-05-09 11:47:42,Hackensack,NJ,10.3926506042,6270.0,14,0.0714285714286,2.78571428571,2250.76923077
Honda,Odyssey,2007,49.0,4.5,4,7,2015-01-30 20:31:30,Bogota,NJ,10.7313365936,13012.1428571,113,0.0619469026549,3.03539823009,4286.79925031
Honda,Pilot,2011,89.0,None,0,0,2015-05-18 21:08:22,Weehawken,NJ,4.37527036667,24298.8333333,5,0.0,0.0,None
Chevrolet,Malibu,2008,39.0,None,0,1,2015-04-30 20:59:04,Hackensack,NJ,10.5539035797,10562.0,23,0.0434782608696,1.69565217391,6228.87179487
Land Rover,Range Rover,2006,85.0,5,3,6,2015-03-09 17:20:19,Bogota,NJ,10.722161293,17580.5,75,0.08,6.8,2585.36764706
Toyota,Corolla,2014,119.0,None,0,0,2015-05-11 15:13:45,Edgewater,NJ,8.61150074005,15304.1666667,12,0.0,0.0,None
Audi,A4,2009,69.0,4.9655,29,50,2014-04-28 15:38:00,Edgewater,NJ,7.1070933342,18320.5,390,0.128205128205,8.84615384615,2071.01304348
Mazda,MAZDA3,2012,45.0,4.9,10,18,2014-11-14 15:25:28,Elizabeth,NJ,8.83077430725,15421.1578947,190,0.0947368421053,4.26315789474,3617.30864198
Cadillac,DTS,2007,39.0,4.6,5,6,2015-03-30 11:31:25,Hackensack,NJ,10.4459247589,13065.0,54,0.111111111111,4.33333333333,3015.0
Chevrolet,Malibu,2008,39.0,4.6,10,20,2015-01-02 19:36:04,bogota,NJ,10.6768503189,10562.0,141,0.141843971631,5.53191489362,1909.28461538
Volkswagen,Jetta,2013,60.0,5,2,9,2014-11-06 21:52:51,Edgewater,NJ,8.13841629028,15034.2592593,198,0.0454545454545,2.72727272727,5512.5617284
Volvo,S60,2005,29.0,5,1,4,2015-04-03 19:43:01,Hackensack,NJ,10.3901500702,7127.4,50,0.08,2.32,3072.15517241
Volvo,S80,2005,33.0,5,1,2,2015-04-09 21:51:28,Hackensack,NJ,10.4041404724,7257.5,44,0.0454545454545,1.5,4838.33333333
Toyota,Camry,2004,33.0,5,3,5,2015-04-15 21:19:08,Hackensack,NJ,10.412735939,7089.125,38,0.131578947368,4.34210526316,1632.6469697
Mercedes-Benz,E-Class,2003,37.0,5,4,9,2015-01-03 21:19:09,hackensack,NJ,10.5239086151,9301.2,140,0.0642857142857,2.37857142857,3910.41441441
Mercedes-Benz,M-Class,2012,148.0,None,0,0,2015-04-15 19:21:47,Lyndhurst,NJ,5.98483371735,44245.75,38,0.0,0.0,None
BMW,X6,2013,273.0,None,0,0,2015-01-06 15:23:44,Ridgefield Park,NJ,8.48224067688,43255.0,137,0.0,0.0,None
Ford,F-150,2002,38.0,4.9,20,46,2013-07-01 14:13:24,South Orange,NJ,9.19553279877,6368.1,691,0.0665701881331,2.52966714906,2517.36676201
Land Rover,Range Rover Sport,2010,160.0,None,0,0,2015-05-20 12:56:47,Weehawken,NJ,4.42687654495,36812.0,3,0.0,0.0,None
Scion,xB,2012,43.0,5,4,4,2013-05-18 01:43:16,Newark,NJ,5.76539182663,14261.25,735,0.00544217687075,0.234013605442,60941.9694767
MINI,Cooper,2011,53.0,5,2,4,2015-03-06 16:43:05,Fort Lee,NJ,9.27938938141,16231.8333333,78,0.0512820512821,2.71794871795,5972.08962264
Maserati,Ghibli,2015,399.0,None,0,0,2015-02-23 12:23:42,East Rutherford,NJ,7.37290525436,None,89,0.0,0.0,None
Buick,LaCrosse,2013,76.0,4.2857,7,17,2014-07-21 16:26:34,Fort Lee,NJ,10.5369243622,21929.5714286,306,0.0555555555556,4.22222222222,5193.84586466
Dodge,Charger,2014,75.0,None,0,0,2015-05-14 08:41:14,Irvington,NJ,8.19580841064,24857.7142857,9,0.0,0.0,None
Jaguar,XJ,2012,325.0,None,0,0,2015-05-08 10:56:50,Bloomfield,NJ,8.08328056335,53419.1666667,15,0.0,0.0,None
Toyota,Camry,2015,67.0,None,0,0,2015-05-21 14:22:36,newark,NJ,6.60902309418,23115.6666667,2,0.0,0.0,None
Nissan,Versa,2009,49.0,None,0,0,2015-05-15 10:23:53,West New York,NJ,5.71599435806,8753.4,8,0.0,0.0,None
BMW,7 Series,2012,159.0,None,0,0,2015-04-06 13:42:44,BLOOMFIELD,NJ,8.11483764648,45558.5714286,47,0.0,0.0,None
Mazda,MAZDA3,2012,25.0,5,3,3,2015-04-15 13:33:51,Hillside,NJ,7.6760134697,15421.1578947,38,0.0789473684211,1.97368421053,7813.38666667
MINI,Cooper,2013,48.0,5,1,1,2015-02-19 17:33:21,Verona,NJ,11.4343366623,18260.0,93,0.010752688172,0.516129032258,35378.75
Honda,CR-V,1997,50.0,4.9286,14,19,2013-03-25 09:32:42,MAPLEWOOD,NJ,10.5694818497,3400.0,789,0.0240811153359,1.20405576679,2823.78947368
Chevrolet,Spark,2015,42.0,5,5,7,2014-12-19 17:28:11,Clark,NJ,13.3646097183,12242.5,155,0.0451612903226,1.89677419355,6454.3792517
Toyota,Camry,2010,50.0,4.6667,3,4,2015-03-16 16:31:08,woodland Park,NJ,12.6590614319,14470.1,68,0.0588235294118,2.94117647059,4919.834
Cadillac,Escalade ESV,2009,101.0,None,0,0,2015-03-23 12:06:37,Fairview,NJ,7.55650043488,32767.25,61,0.0,0.0,None
Honda,Accord,2014,80.0,None,0,0,2015-05-20 13:14:32,Fort Lee,NJ,9.29308128357,21454.6666667,3,0.0,0.0,None
BMW,X5,2014,115.0,None,0,0,2015-01-09 20:08:07,Ridgefield Park,NJ,9.70882511139,47796.25,134,0.0,0.0,None
Honda,CR-V,2008,80.0,None,0,0,2014-07-14 01:17:18,Newark,NJ,8.95856571198,15609.0,313,0.0,0.0,None
Lexus,GS 350,2014,125.0,5,1,1,2015-02-12 14:54:44,Millburn,NJ,12.0584945679,35876.0,100,0.01,1.25,28700.8
Toyota,Corolla,2015,150.0,None,0,0,2015-03-26 14:04:18,Teterboro,NJ,9.23540592194,16728.0,58,0.0,0.0,None
Toyota,Corolla,2014,79.0,None,0,0,2015-05-16 16:22:08,East Rutherford ,NJ,8.55114650726,15304.1666667,7,0.0,0.0,None
Volvo,S40,2006,60.0,None,0,0,2015-05-17 21:04:07,Linden,NJ,9.44368171692,8444.66666667,6,0.0,0.0,None
Volkswagen,Jetta,2012,65.0,None,0,1,2015-01-01 17:09:57,Union,NJ,10.1677436829,14833.2,142,0.00704225352113,0.457746478873,32404.8369231
Mercury,Grand Marquis,2003,88.0,None,0,0,2015-05-03 17:49:45,South Orange,NJ,10.0808877945,5785.0,20,0.0,0.0,None
Mercedes-Benz,G-Class,2011,550.0,None,0,1,2015-04-19 12:38:26,Lincoln Park,NJ,17.8247909546,80274.0,34,0.0294117647059,16.1764705882,4962.39272727
Honda,Accord,2015,66.0,None,0,0,2015-05-21 14:17:11,Fort Lee,NJ,10.5589408875,23434.3333333,2,0.0,0.0,None
BMW,M4,2015,475.0,None,0,0,2015-05-23 19:37:45,LODI,NJ,9.73317623138,61379.5,0,None,None,None
Lexus,RC 350,2015,225.0,None,0,0,2015-05-23 19:44:11,LODI,NJ,9.73334980011,None,0,None,None,None
Cadillac,Escalade,2015,450.0,None,0,0,2015-05-23 19:55:07,LODI,NJ,9.73765850067,73512.6428571,0,None,None,None
Chevrolet,Corvette,2015,450.0,None,0,0,2015-05-23 19:26:29,LODI,NJ,9.7385263443,55544.75,0,None,None,None
Nissan,Rogue Select,2014,71.0,None,0,0,2015-04-16 06:14:36,clifton,NJ,10.5590391159,17027.5,37,0.0,0.0,None
Dodge,Journey,2010,59.0,None,0,0,2015-05-22 13:55:42,Wayne,NJ,15.6438550949,14677.2857143,1,0.0,0.0,None
BMW,6 Series,2004,180.0,5,1,1,2015-04-16 22:52:14,Paterson,NJ,14.2046051025,15320.0,37,0.027027027027,4.86486486486,3149.11111111
Jaguar,XF,2009,180.0,None,0,0,2015-05-20 17:35:08,Paterson,NJ,14.1070508957,22488.3333333,3,0.0,0.0,None
Toyota,Camry,2004,34.0,None,0,0,2015-01-29 23:06:56,HACKENSACK,NJ,11.1092538834,7089.125,114,0.0,0.0,None
Volkswagen,New Beetle,2006,69.0,4.8,5,13,2013-05-17 07:49:25,Wayne,NJ,15.317650795,7825.7,736,0.0176630434783,1.21875,6421.08717949
BMW,3 Series,2007,50.0,None,0,0,2015-05-15 13:17:20,Woodbridge Township,NJ,16.3768081665,13460.4545455,8,0.0,0.0,None
Audi,Q5,2011,100.0,None,0,0,2015-05-15 13:26:44,Woodbridge Township,NJ,16.3920631409,26881.0,8,0.0,0.0,None
BMW,6 Series,2012,249.0,None,0,0,2015-05-10 11:09:57,Livingston,NJ,12.5279970169,45934.8333333,13,0.0,0.0,None
Mercedes-Benz,E-Class,2007,100.0,5,1,4,2014-08-14 07:58:52,Berkeley Heights,NJ,19.4113426208,18565.125,282,0.0141843971631,1.41843971631,13088.413125
