make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
Mercedes-Benz,E-Class,2003,70.0,4.6,10,16,2014-05-17 10:17:24,jersey city,NJ,0.801889419556,9214.2,386,0.0414507772021,2.90155440415,3175.60821429
Mercedes-Benz,C-Class,2012,120.0,5,4,11,2014-10-19 13:53:23,Jersey city,NJ,2.41164326668,30907.0,231,0.047619047619,5.71428571429,5408.725
Volvo,C70,2004,49.0,5,1,1,2015-03-28 17:36:21,Hoboken,NJ,2.71691417694,7423.5,71,0.0140845070423,0.69014084507,10756.5
Nissan,Altima,2012,70.0,5,11,15,2015-03-23 13:52:22,Jersey City,NJ,2.40588116646,15856.4285714,76,0.197368421053,13.8157894737,1147.70340136
Cadillac,DeVille,2005,48.0,4.75,8,13,2015-04-01 22:36:34,Jersey City,NJ,2.38783764839,6632.75,66,0.19696969697,9.45454545455,701.540865385
Honda,Accord,2005,39.0,5,4,8,2015-04-21 16:31:49,Jersey City,NJ,2.29454231262,8310.70731707,47,0.170212765957,6.63829787234,1251.93347405
Honda,CR-V,2006,49.0,4.9211,38,75,2014-01-18 18:36:09,Jersey City,NJ,1.30124843121,11417.0,505,0.148514851485,7.27722772277,1568.86666667
BMW,1 Series,2010,225.0,5,2,3,2015-05-14 22:09:17,Jersey City,NJ,2.33772730827,18670.0,23,0.130434782609,29.347826087,636.162962963
Infiniti,G37,2009,159.0,None,0,0,2015-05-22 04:31:27,Jersey City,NJ,1.4727101326,17590.9,16,0.0,0.0,None
Jeep,Grand Cherokee,2005,135.0,5,5,11,2014-09-22 19:15:02,Jersey City,NJ,1.90943241119,8842.5,257,0.0428015564202,5.77821011673,1530.31818182
Lexus,RX 350,2008,119.0,5,4,7,2015-01-06 14:22:03,Hoboken,NJ,2.35512757301,17650.0,152,0.0460526315789,5.48026315789,3220.6482593
Toyota,RAV4,2010,47.0,5,22,29,2015-01-03 12:24:15,Jersey City,NJ,1.56399548054,17330.8333333,155,0.187096774194,8.7935483871,1970.85778919
Infiniti,G37,2009,139.0,5,4,4,2014-10-08 07:42:09,Jersey City,NJ,1.47376918793,17590.9,242,0.0165289256198,2.29752066116,7656.47086331
Honda,CR-V,2014,100.0,4.8077,26,38,2014-11-07 10:31:24,Jersey City,NJ,2.45456576347,23888.0,212,0.179245283019,17.9245283019,1332.69894737
Mercedes-Benz,S-Class,2009,199.0,4.875,8,15,2014-08-21 09:05:12,Jersey City,NJ,0.852112174034,42693.2,290,0.051724137931,10.2931034483,4147.7480737
BMW,3 Series,2012,110.0,None,0,1,2015-05-29 19:44:19,Jersey City,NJ,2.51647353172,27295.5,8,0.125,13.75,1985.12727273
Honda,Accord,2014,85.0,4.7,10,15,2015-03-03 15:51:33,Jersey City,NJ,2.35976409912,22108.5238095,96,0.15625,13.28125,1664.64179272
Honda,Pilot,2014,95.0,4.8571,7,11,2015-02-28 18:08:43,Jersey City,NJ,2.39980745316,29798.1666667,99,0.111111111111,10.5555555556,2822.98421053
Chevrolet,Sonic,2014,40.0,4.9545,22,28,2014-10-31 06:41:08,Jersey city,NJ,1.9710201025,12304.1875,219,0.127853881279,5.11415525114,2405.90809152
Land Rover,Range Rover Sport,2011,220.0,5,3,5,2015-05-14 22:39:22,Jersey City,NJ,2.32156991959,41275.0,23,0.217391304348,47.8260869565,863.022727273
Jeep,Grand Cherokee,2008,79.0,4.9333,15,26,2014-11-22 06:46:42,Jersey City,NJ,2.25253677368,17253.1428571,197,0.131979695431,10.4263959391,1654.75615524
Volkswagen,Passat,2014,49.0,5,7,8,2015-03-10 11:56:33,Jersey City,NJ,2.04485344887,18008.7272727,89,0.0898876404494,4.40449438202,4088.716141
BMW,X5,2008,100.0,5,15,30,2013-07-23 03:15:42,Jersey City,NJ,2.40440487862,19103.5,684,0.0438596491228,4.38596491228,4355.598
Lexus,LS 460,2010,65.0,5,10,15,2014-09-19 17:41:03,Jersey City,NJ,2.41205739975,35099.0,261,0.0574712643678,3.73563218391,9395.73230769
Audi,A5,2013,123.0,5,1,5,2015-02-08 13:41:24,Jersey City,NJ,2.38475441933,34176.8333333,119,0.0420168067227,5.16806722689,6613.07831978
Audi,A5,2013,125.0,4.7941,34,57,2012-12-26 17:58:45,Jersey City,NJ,2.54603695869,34176.8333333,893,0.063829787234,7.97872340426,4283.49644444
Honda,Accord,2012,50.0,5,1,2,2015-05-02 19:34:19,Hoboken,NJ,2.50800776482,17605.6190476,35,0.0571428571429,2.85714285714,6161.96666667
BMW,X6,2014,264.0,None,0,0,2014-09-29 19:29:13,Jersey City,NJ,1.58640813828,47435.0,250,0.0,0.0,None
Honda,Civic,2011,55.0,5,1,2,2015-02-07 11:45:34,jersey city,NJ,2.11759805679,14452.5454545,120,0.0166666666667,0.916666666667,15766.4132231
Porsche,Boxster,2003,155.0,None,0,0,2015-01-17 22:14:52,Jersey City,NJ,2.46053338051,14422.0,140,0.0,0.0,None
Jeep,Wrangler,2013,115.0,5,12,29,2014-02-27 17:05:48,Hoboken,NJ,3.23822021484,23557.0,465,0.0623655913978,7.17204301075,3284.55922039
Chevrolet,Tahoe,2015,168.0,None,0,0,2015-06-04 18:04:15,Fairview,NJ,7.27580928802,45037.8333333,3,0.0,0.0,None
Land Rover,Range Rover,2005,100.0,None,0,1,2015-06-05 20:52:24,Jersey City,NJ,2.46417307854,12710.0,1,1.0,100.0,127.1
