make,model,year,rate,rating,reviews,trips_taken,created,city,state,distance,price,days_listed,avg_trips_taken_per_day,avg_rate_per_day,price_vs_rate_per_day
BMW,M6,2006,134,5,8,13,2015-04-04 02:08:54,Henderson,NV,0.0,24019.0,253,0.0513833992095,6.88537549407,3488.40815155
Dodge,Dart,2015,39,5,8,25,2015-07-06 02:03:11,Las Vegas,NV,0.0,13349.4,160,0.15625,6.09375,2190.67076923
FIAT,500L,2014,33,None,0,1,2015-11-24 20:20:46,Las Vegas,NV,0.0,11988.0,18,0.0555555555556,1.83333333333,6538.90909091
Kia,Optima,2008,26,None,0,0,2015-12-12 16:08:25,Las Vegas,NV,0.0,7933.0,0,None,None,None
Toyota,Prius,2015,49,None,0,0,2015-12-11 02:30:26,Las Vegas,NV,0.0,21118.8,2,0.0,0.0,None
Ford,Explorer,2014,45,None,0,0,2015-11-25 15:37:22,las vegas,NV,0.0,25548.8571429,17,0.0,0.0,None
Mercedes-Benz,C-Class,2010,206,5,1,2,2015-08-03 00:04:51,Las Vegas,NV,0.0,19271.6666667,132,0.0151515151515,3.12121212121,6174.41747573
Audi,A5,2013,67,None,0,0,2015-11-20 10:34:23,Henderson,NV,0.0,29544.0833333,23,0.0,0.0,None
Chrysler,300,2015,120,None,0,0,2015-11-26 17:15:55,Las vegas,NV,0.0,26811.125,16,0.0,0.0,None
Lexus,RC 350,2015,51,None,0,0,2015-10-30 02:16:55,Las Vegas,NV,0.0,33115.0,44,0.0,0.0,None
Mazda,3,2005,29,5,8,10,2015-09-13 22:40:12,Las Vegas,NV,0.0,5444.2,90,0.111111111111,3.22222222222,1689.57931034
Toyota,Prius,2013,64,5,2,3,2015-01-25 13:07:38,Las Vegas,NV,0.0,17850.0,322,0.00931677018634,0.596273291925,29935.9375
BMW,6 Series,2013,201,5,2,2,2014-10-01 04:41:07,Las Vegas,NV,0.0,47280.1666667,438,0.00456621004566,0.917808219178,51514.2114428
HUMMER,H2 SUT,2005,122,5,4,14,2014-09-30 15:11:07,Las Vegas,NV,0.0,21250.0,438,0.0319634703196,3.899543379,5449.3559719
FIAT,500,2013,42,5,2,2,2015-05-21 13:13:02,North Las Vegas,NV,0.0,10601.625,206,0.00970873786408,0.407766990291,25999.2232143
Nissan,Altima,2013,38,5,3,4,2015-09-09 15:55:40,Las Vegas,NV,0.0,16354.4444444,94,0.0425531914894,1.6170212766,10113.9327485
Land Rover,Range Rover Sport,2014,299,None,0,0,2015-11-02 20:31:33,Las Vegas,NV,0.0,58879.375,40,0.0,0.0,None
Dodge,Ram Pickup 1500,2005,32,None,0,0,2015-10-19 18:40:33,Las Vegas,NV,3.94551110268,10703.3333333,54,0.0,0.0,None
Ford,Mustang,2005,30,None,0,3,2015-10-28 18:24:25,Las Vegas,NV,3.88827586174,9271.75,45,0.0666666666667,2.0,4635.875
Volkswagen,New Beetle,2005,28,5,3,4,2015-10-19 20:37:02,Las Vegas,NV,3.97431278229,6135.875,54,0.0740740740741,2.07407407407,2958.36830357
Chrysler,Town and Country,2007,30,None,0,4,2015-10-19 14:01:14,Las Vegas,NV,3.895373106,6649.0,54,0.0740740740741,2.22222222222,2992.05
HUMMER,H1,2004,266,None,0,0,2015-02-19 03:06:00,Las Vegas,NV,1.59492230415,44482.0,297,0.0,0.0,None
Toyota,Tundra,2014,39,None,0,0,2015-10-29 13:00:53,Las Vegas,NV,1.61739194393,30677.3421053,45,0.0,0.0,None
Mercedes-Benz,C-Class,2013,114,5,1,1,2015-06-26 04:28:30,Las Vegas,NV,6.9969534874,26614.6,170,0.00588235294118,0.670588235294,39688.4385965
Lexus,GS 350,2015,107,5,3,7,2015-02-12 00:54:24,Las Vegas,NV,8.73551559448,39220.0,304,0.0230263157895,2.46381578947,15918.3978638
GMC,Sierra 2500HD,2004,150,None,0,0,2015-11-05 13:44:50,henderson,NV,6.01768445969,11335.2894737,37,0.0,0.0,None
Land Rover,Range Rover,2008,67,5,1,2,2015-10-26 15:39:52,Henderson,NV,12.0703725815,22998.0,47,0.0425531914894,2.85106382979,8066.46268657
Chrysler,Town and Country,2014,67,None,0,0,2015-12-05 17:16:56,Las Vegas,NV,8.89201450348,22075.25,7,0.0,0.0,None
